1168,4012,1470,5177,4054
4012,1470,5177,4054,7921
1470,5177,4054,7921,987
5177,4054,7921,987,4013
4054,7921,987,4013,1952
7921,987,4013,1952,8445
987,4013,1952,8445,7978
4013,1952,8445,7978,1168
1952,8445,7978,1168,4013
8445,7978,1168,4013,4559
7978,1168,4013,4559,6925
1168,4013,4559,6925,5699
4013,4559,6925,5699,1168
4559,6925,5699,1168,1470
6925,5699,1168,1470,5177
5699,1168,1470,5177,3510
1168,1470,5177,3510,4089
1470,5177,3510,4089,8589
5177,3510,4089,8589,1470
3510,4089,8589,1470,7561
4089,8589,1470,7561,6090
8589,1470,7561,6090,8096
1470,7561,6090,8096,7025
7561,6090,8096,7025,956
6090,8096,7025,956,406
8096,7025,956,406,6159
7025,956,406,6159,4113
956,406,6159,4113,7163
406,6159,4113,7163,1470
6159,4113,7163,1470,5177
4113,7163,1470,5177,1584
7163,1470,5177,1584,6228
1470,5177,1584,6228,4559
5177,1584,6228,4559,3830
1584,6228,4559,3830,4818
6228,4559,3830,4818,1281
4559,3830,4818,1281,625
3830,4818,1281,625,7561
4818,1281,625,7561,4670
1281,625,7561,4670,4891
625,7561,4670,4891,8445
7561,4670,4891,8445,1429
4670,4891,8445,1429,8367
4891,8445,1429,8367,3482
8445,1429,8367,3482,2884
1429,8367,3482,2884,758
8367,3482,2884,758,1470
3482,2884,758,1470,2532
2884,758,1470,2532,2769
758,1470,2532,2769,2846
1470,2532,2769,2846,4140
2532,2769,2846,4140,6368
2769,2846,4140,6368,781
2846,4140,6368,781,4891
4140,6368,781,4891,2965
6368,781,4891,2965,975
781,4891,2965,975,1470
4891,2965,975,1470,5177
2965,975,1470,5177,3069
975,1470,5177,3069,4891
1470,5177,3069,4891,1649
5177,3069,4891,1649,6930
3069,4891,1649,6930,7296
4891,1649,6930,7296,6546
1649,6930,7296,6546,5893
6930,7296,6546,5893,5944
7296,6546,5893,5944,4930
6546,5893,5944,4930,406
5893,5944,4930,406,7150
5944,4930,406,7150,1470
4930,406,7150,1470,5177
406,7150,1470,5177,5278
7150,1470,5177,5278,5959
1470,5177,5278,5959,1281
5177,5278,5959,1281,4012
5278,5959,1281,4012,5177
5959,1281,4012,5177,4054
1281,4012,5177,4054,5189
4012,5177,4054,5189,7042
5177,4054,5189,7042,307
4054,5189,7042,307,1603
5189,7042,307,1603,59
7042,307,1603,59,7392
307,1603,59,7392,6815
1603,59,7392,6815,4687
59,7392,6815,4687,28
7392,6815,4687,28,3659
6815,4687,28,3659,1037
4687,28,3659,1037,2846
28,3659,1037,2846,7921
3659,1037,2846,7921,3462
1037,2846,7921,3462,5278
2846,7921,3462,5278,1470
7921,3462,5278,1470,2532
3462,5278,1470,2532,8949
5278,1470,2532,8949,5271
1470,2532,8949,5271,6888
2532,8949,5271,6888,2471
8949,5271,6888,2471,1168
5271,6888,2471,1168,1470
6888,2471,1168,1470,2532
2471,1168,1470,2532,2971
1168,1470,2532,2971,8566
1470,2532,2971,8566,5273
2532,2971,8566,5273,7392
2971,8566,5273,7392,5225
8566,5273,7392,5225,4891
5273,7392,5225,4891,8656
7392,5225,4891,8656,7486
5225,4891,8656,7486,2846
4891,8656,7486,2846,4067
8656,7486,2846,4067,5878
7486,2846,4067,5878,987
2846,4067,5878,987,7895
4067,5878,987,7895,1439
5878,987,7895,1439,5076
987,7895,1439,5076,1470
7895,1439,5076,1470,2532
1439,5076,1470,2532,8857
5076,1470,2532,8857,5069
1470,2532,8857,5069,6047
2532,8857,5069,6047,3169
8857,5069,6047,3169,1470
5069,6047,3169,1470,7096
6047,3169,1470,7096,5193
3169,1470,7096,5193,3749
1470,7096,5193,3749,7392
7096,5193,3749,7392,134
5193,3749,7392,134,5893
3749,7392,134,5893,784
7392,134,5893,784,5590
134,5893,784,5590,1470
5893,784,5590,1470,5177
784,5590,1470,5177,4104
5590,1470,5177,4104,5296
1470,5177,4104,5296,2853
5177,4104,5296,2853,1635
4104,5296,2853,1635,3026
5296,2853,1635,3026,8653
2853,1635,3026,8653,2846
1635,3026,8653,2846,7961
3026,8653,2846,7961,7042
8653,2846,7961,7042,1656
2846,7961,7042,1656,5800
7961,7042,1656,5800,1635
7042,1656,5800,1635,406
1656,5800,1635,406,7485
5800,1635,406,7485,6427
1635,406,7485,6427,2271
406,7485,6427,2271,4365
7485,6427,2271,4365,8135
6427,2271,4365,8135,4969
2271,4365,8135,4969,6576
4365,8135,4969,6576,1470
8135,4969,6576,1470,5177
4969,6576,1470,5177,5278
6576,1470,5177,5278,1384
1470,5177,5278,1384,2846
5177,5278,1384,2846,1470
5278,1384,2846,1470,2188
1384,2846,1470,2188,6218
2846,1470,2188,6218,3741
1470,2188,6218,3741,5278
2188,6218,3741,5278,1122
6218,3741,5278,1122,7629
3741,5278,1122,7629,2084
5278,1122,7629,2084,2090
1122,7629,2084,2090,1168
7629,2084,2090,1168,3195
2084,2090,1168,3195,838
2090,1168,3195,838,3794
1168,3195,838,3794,5069
3195,838,3794,5069,8479
838,3794,5069,8479,1168
3794,5069,8479,1168,1470
5069,8479,1168,1470,5177
8479,1168,1470,5177,1531
1168,1470,5177,1531,4750
1470,5177,1531,4750,8445
5177,1531,4750,8445,6874
1531,4750,8445,6874,1281
4750,8445,6874,1281,6572
8445,6874,1281,6572,8445
6874,1281,6572,8445,8636
1281,6572,8445,8636,2846
6572,8445,8636,2846,2965
8445,8636,2846,2965,7041
8636,2846,2965,7041,1901
2846,2965,7041,1901,5357
2965,7041,1901,5357,987
7041,1901,5357,987,1005
1901,5357,987,1005,1281
5357,987,1005,1281,7187
987,1005,1281,7187,5357
1005,1281,7187,5357,5893
1281,7187,5357,5893,1470
7187,5357,5893,1470,5177
5357,5893,1470,5177,2471
5893,1470,5177,2471,5069
1470,5177,2471,5069,5189
5177,2471,5069,5189,7596
2471,5069,5189,7596,2965
5069,5189,7596,2965,7165
5189,7596,2965,7165,4178
7596,2965,7165,4178,2905
2965,7165,4178,2905,4951
7165,4178,2905,4951,7392
4178,2905,4951,7392,8384
2905,4951,7392,8384,1781
4951,7392,8384,1781,3360
7392,8384,1781,3360,5242
8384,1781,3360,5242,5771
1781,3360,5242,5771,1470
3360,5242,5771,1470,5177
5242,5771,1470,5177,6822
5771,1470,5177,6822,5603
1470,5177,6822,5603,987
5177,6822,5603,987,7150
6822,5603,987,7150,7306
5603,987,7150,7306,5318
987,7150,7306,5318,1281
7150,7306,5318,1281,1970
7306,5318,1281,1970,2420
5318,1281,1970,2420,5878
1281,1970,2420,5878,7042
1970,2420,5878,7042,3746
2420,5878,7042,3746,1470
5878,7042,3746,1470,5177
7042,3746,1470,5177,2846
3746,1470,5177,2846,4312
1470,5177,2846,4312,1918
5177,2846,4312,1918,7185
2846,4312,1918,7185,3061
4312,1918,7185,3061,2846
1918,7185,3061,2846,2471
7185,3061,2846,2471,7537
3061,2846,2471,7537,987
2846,2471,7537,987,8384
2471,7537,987,8384,5467
7537,987,8384,5467,2846
987,8384,5467,2846,941
8384,5467,2846,941,3026
5467,2846,941,3026,7150
2846,941,3026,7150,1710
941,3026,7150,1710,1470
3026,7150,1710,1470,5177
7150,1710,1470,5177,5335
1710,1470,5177,5335,5893
1470,5177,5335,5893,6597
5177,5335,5893,6597,2246
5335,5893,6597,2246,2846
5893,6597,2246,2846,6424
6597,2246,2846,6424,7042
2246,2846,6424,7042,610
2846,6424,7042,610,6090
6424,7042,610,6090,4891
7042,610,6090,4891,8445
610,6090,4891,8445,8460
6090,4891,8445,8460,4961
4891,8445,8460,4961,6283
8445,8460,4961,6283,5893
8460,4961,6283,5893,1868
4961,6283,5893,1868,4120
6283,5893,1868,4120,7170
5893,1868,4120,7170,1168
1868,4120,7170,1168,1470
4120,7170,1168,1470,5177
7170,1168,1470,5177,1781
1168,1470,5177,1781,3059
1470,5177,1781,3059,329
5177,1781,3059,329,2965
1781,3059,329,2965,8618
3059,329,2965,8618,781
329,2965,8618,781,760
2965,8618,781,760,3080
8618,781,760,3080,6321
781,760,3080,6321,1281
760,3080,6321,1281,1952
3080,6321,1281,1952,6815
6321,1281,1952,6815,987
1281,1952,6815,987,610
1952,6815,987,610,4585
6815,987,610,4585,5893
987,610,4585,5893,6066
610,4585,5893,6066,4891
4585,5893,6066,4891,2965
5893,6066,4891,2965,5841
6066,4891,2965,5841,8746
4891,2965,5841,8746,539
2965,5841,8746,539,1470
5841,8746,539,1470,5177
8746,539,1470,5177,817
539,1470,5177,817,5008
1470,5177,817,5008,5621
5177,817,5008,5621,1281
817,5008,5621,1281,7124
5008,5621,1281,7124,2846
5621,1281,7124,2846,2112
1281,7124,2846,2112,4312
7124,2846,2112,4312,1827
2846,2112,4312,1827,1281
2112,4312,1827,1281,8974
4312,1827,1281,8974,2846
1827,1281,8974,2846,2471
1281,8974,2846,2471,5893
8974,2846,2471,5893,3479
2846,2471,5893,3479,7917
2471,5893,3479,7917,6815
5893,3479,7917,6815,233
3479,7917,6815,233,5590
7917,6815,233,5590,1470
6815,233,5590,1470,5177
233,5590,1470,5177,4054
5590,1470,5177,4054,8777
1470,5177,4054,8777,873
5177,4054,8777,873,2846
4054,8777,873,2846,8643
8777,873,2846,8643,7042
873,2846,8643,7042,4343
2846,8643,7042,4343,5534
8643,7042,4343,5534,8777
7042,4343,5534,8777,5390
4343,5534,8777,5390,5069
5534,8777,5390,5069,631
8777,5390,5069,631,3408
5390,5069,631,3408,3517
5069,631,3408,3517,1454
631,3408,3517,1454,5700
3408,3517,1454,5700,625
3517,1454,5700,625,3312
1454,5700,625,3312,610
5700,625,3312,610,6137
625,3312,610,6137,8337
3312,610,6137,8337,1066
610,6137,8337,1066,6815
6137,8337,1066,6815,987
8337,1066,6815,987,6077
1066,6815,987,6077,8193
6815,987,6077,8193,7042
987,6077,8193,7042,7618
6077,8193,7042,7618,4368
8193,7042,7618,4368,1168
7042,7618,4368,1168,1470
7618,4368,1168,1470,5177
4368,1168,1470,5177,1089
1168,1470,5177,1089,7337
1470,5177,1089,7337,8505
5177,1089,7337,8505,8855
1089,7337,8505,8855,3026
7337,8505,8855,3026,39
8505,8855,3026,39,207
8855,3026,39,207,1470
3026,39,207,1470,5177
39,207,1470,5177,7961
207,1470,5177,7961,7042
1470,5177,7961,7042,5012
5177,7961,7042,5012,6498
7961,7042,5012,6498,5770
7042,5012,6498,5770,1757
5012,6498,5770,1757,4614
6498,5770,1757,4614,3945
5770,1757,4614,3945,4982
1757,4614,3945,4982,2846
4614,3945,4982,2846,8439
3945,4982,2846,8439,955
4982,2846,8439,955,1470
2846,8439,955,1470,2532
8439,955,1470,2532,4229
955,1470,2532,4229,2471
1470,2532,4229,2471,5069
2532,4229,2471,5069,1466
4229,2471,5069,1466,8004
2471,5069,1466,8004,3162
5069,1466,8004,3162,4368
1466,8004,3162,4368,7042
8004,3162,4368,7042,6166
3162,4368,7042,6166,8789
4368,7042,6166,8789,873
7042,6166,8789,873,1649
6166,8789,873,1649,6077
8789,873,1649,6077,1470
873,1649,6077,1470,2532
1649,6077,1470,2532,6541
6077,1470,2532,6541,5759
1470,2532,6541,5759,7263
2532,6541,5759,7263,5110
6541,5759,7263,5110,5045
5759,7263,5110,5045,987
7263,5110,5045,987,610
5110,5045,987,610,6916
5045,987,610,6916,4891
987,610,6916,4891,3645
610,6916,4891,3645,1470
6916,4891,3645,1470,5177
4891,3645,1470,5177,4820
3645,1470,5177,4820,5600
1470,5177,4820,5600,1051
5177,4820,5600,1051,5136
4820,5600,1051,5136,2587
5600,1051,5136,2587,7561
1051,5136,2587,7561,6935
5136,2587,7561,6935,7355
2587,7561,6935,7355,1470
7561,6935,7355,1470,990
6935,7355,1470,990,5566
7355,1470,990,5566,4737
1470,990,5566,4737,7420
990,5566,4737,7420,8967
5566,4737,7420,8967,7561
4737,7420,8967,7561,7519
7420,8967,7561,7519,1168
8967,7561,7519,1168,1470
7561,7519,1168,1470,5177
7519,1168,1470,5177,723
1168,1470,5177,723,4891
1470,5177,723,4891,941
5177,723,4891,941,3360
723,4891,941,3360,7314
4891,941,3360,7314,4994
941,3360,7314,4994,4891
3360,7314,4994,4891,7802
7314,4994,4891,7802,5347
4994,4891,7802,5347,3667
4891,7802,5347,3667,5102
7802,5347,3667,5102,1548
5347,3667,5102,1548,4990
3667,5102,1548,4990,1470
5102,1548,4990,1470,5177
1548,4990,1470,5177,2471
4990,1470,5177,2471,7392
1470,5177,2471,7392,951
5177,2471,7392,951,6014
2471,7392,951,6014,2846
7392,951,6014,2846,6750
951,6014,2846,6750,7042
6014,2846,6750,7042,7884
2846,6750,7042,7884,7392
6750,7042,7884,7392,2965
7042,7884,7392,2965,3731
7884,7392,2965,3731,7641
7392,2965,3731,7641,8759
2965,3731,7641,8759,1470
3731,7641,8759,1470,5177
7641,8759,1470,5177,869
8759,1470,5177,869,3976
1470,5177,869,3976,7025
5177,869,3976,7025,2315
869,3976,7025,2315,3661
3976,7025,2315,3661,7263
7025,2315,3661,7263,6850
2315,3661,7263,6850,1470
3661,7263,6850,1470,5177
7263,6850,1470,5177,2471
6850,1470,5177,2471,5069
1470,5177,2471,5069,2250
5177,2471,5069,2250,7539
2471,5069,2250,7539,7042
5069,2250,7539,7042,8445
2250,7539,7042,8445,7976
7539,7042,8445,7976,4760
7042,8445,7976,4760,1168
8445,7976,4760,1168,6869
7976,4760,1168,6869,1470
4760,1168,6869,1470,5177
1168,6869,1470,5177,4752
6869,1470,5177,4752,5501
1470,5177,4752,5501,7042
5177,4752,5501,7042,4652
4752,5501,7042,4652,7263
5501,7042,4652,7263,2334
7042,4652,7263,2334,1470
4652,7263,2334,1470,5177
7263,2334,1470,5177,8278
2334,1470,5177,8278,3081
1470,5177,8278,3081,1051
5177,8278,3081,1051,610
8278,3081,1051,610,7185
3081,1051,610,7185,1470
1051,610,7185,1470,5177
610,7185,1470,5177,7499
7185,1470,5177,7499,1379
1470,5177,7499,1379,4515
5177,7499,1379,4515,1281
7499,1379,4515,1281,2408
1379,4515,1281,2408,5878
4515,1281,2408,5878,7042
1281,2408,5878,7042,1757
2408,5878,7042,1757,4614
5878,7042,1757,4614,1470
7042,1757,4614,1470,5177
1757,4614,1470,5177,7961
4614,1470,5177,7961,7042
1470,5177,7961,7042,586
5177,7961,7042,586,1757
7961,7042,586,1757,7899
7042,586,1757,7899,3715
586,1757,7899,3715,1470
1757,7899,3715,1470,5177
7899,3715,1470,5177,2846
3715,1470,5177,2846,8446
1470,5177,2846,8446,4977
5177,2846,8446,4977,610
2846,8446,4977,610,1470
8446,4977,610,1470,7694
4977,610,1470,7694,251
610,1470,7694,251,5273
1470,7694,251,5273,2846
7694,251,5273,2846,6776
251,5273,2846,6776,635
5273,2846,6776,635,7042
2846,6776,635,7042,8911
6776,635,7042,8911,7042
635,7042,8911,7042,399
7042,8911,7042,399,7912
8911,7042,399,7912,6523
7042,399,7912,6523,1168
399,7912,6523,1168,1470
7912,6523,1168,1470,5177
6523,1168,1470,5177,869
1168,1470,5177,869,765
1470,5177,869,765,1281
5177,869,765,1281,5317
869,765,1281,5317,7025
765,1281,5317,7025,1958
1281,5317,7025,1958,2846
5317,7025,1958,2846,1492
7025,1958,2846,1492,5697
1958,2846,1492,5697,4153
2846,1492,5697,4153,7042
1492,5697,4153,7042,8518
5697,4153,7042,8518,1252
4153,7042,8518,1252,5317
7042,8518,1252,5317,2846
8518,1252,5317,2846,1970
1252,5317,2846,1970,5717
5317,2846,1970,5717,2965
2846,1970,5717,2965,300
1970,5717,2965,300,3499
5717,2965,300,3499,1470
2965,300,3499,1470,5177
300,3499,1470,5177,6308
3499,1470,5177,6308,7069
1470,5177,6308,7069,7392
5177,6308,7069,7392,1599
6308,7069,7392,1599,7025
7069,7392,1599,7025,1692
7392,1599,7025,1692,4891
1599,7025,1692,4891,2314
7025,1692,4891,2314,5069
1692,4891,2314,5069,6471
4891,2314,5069,6471,2793
2314,5069,6471,2793,5976
5069,6471,2793,5976,5357
6471,2793,5976,5357,406
2793,5976,5357,406,7286
5976,5357,406,7286,4259
5357,406,7286,4259,1470
406,7286,4259,1470,5177
7286,4259,1470,5177,8136
4259,1470,5177,8136,7025
1470,5177,8136,7025,405
5177,8136,7025,405,5069
8136,7025,405,5069,5714
7025,405,5069,5714,4750
405,5069,5714,4750,1918
5069,5714,4750,1918,1945
5714,4750,1918,1945,1470
4750,1918,1945,1470,2532
1918,1945,1470,2532,2471
1945,1470,2532,2471,7392
1470,2532,2471,7392,4655
2532,2471,7392,4655,4713
2471,7392,4655,4713,1689
7392,4655,4713,1689,4759
4655,4713,1689,4759,5424
4713,1689,4759,5424,3026
1689,4759,5424,3026,3448
4759,5424,3026,3448,2846
5424,3026,3448,2846,7921
3026,3448,2846,7921,3462
3448,2846,7921,3462,1470
2846,7921,3462,1470,5177
7921,3462,1470,5177,3847
3462,1470,5177,3847,6806
1470,5177,3847,6806,5069
5177,3847,6806,5069,7362
3847,6806,5069,7362,1042
6806,5069,7362,1042,3030
5069,7362,1042,3030,3166
7362,1042,3030,3166,8474
1042,3030,3166,8474,1470
3030,3166,8474,1470,5177
3166,8474,1470,5177,5644
8474,1470,5177,5644,3466
1470,5177,5644,3466,831
5177,5644,3466,831,7263
5644,3466,831,7263,7538
3466,831,7263,7538,6037
831,7263,7538,6037,1470
7263,7538,6037,1470,5177
7538,6037,1470,5177,1306
6037,1470,5177,1306,8746
1470,5177,1306,8746,5469
5177,1306,8746,5469,670
1306,8746,5469,670,4891
8746,5469,670,4891,204
5469,670,4891,204,7961
670,4891,204,7961,7042
4891,204,7961,7042,6499
204,7961,7042,6499,8342
7961,7042,6499,8342,7042
7042,6499,8342,7042,4064
6499,8342,7042,4064,616
8342,7042,4064,616,2846
7042,4064,616,2846,7921
4064,616,2846,7921,3462
616,2846,7921,3462,1470
2846,7921,3462,1470,5177
7921,3462,1470,5177,6190
3462,1470,5177,6190,387
1470,5177,6190,387,8155
5177,6190,387,8155,8734
6190,387,8155,8734,85
387,8155,8734,85,6093
8155,8734,85,6093,6002
8734,85,6093,6002,3027
85,6093,6002,3027,8479
6093,6002,3027,8479,2599
6002,3027,8479,2599,1168
3027,8479,2599,1168,1470
8479,2599,1168,1470,5177
2599,1168,1470,5177,4559
1168,1470,5177,4559,639
1470,5177,4559,639,6871
5177,4559,639,6871,3439
4559,639,6871,3439,4400
639,6871,3439,4400,5069
6871,3439,4400,5069,683
3439,4400,5069,683,2372
4400,5069,683,2372,5603
5069,683,2372,5603,5893
683,2372,5603,5893,8445
2372,5603,5893,8445,8636
5603,5893,8445,8636,6716
5893,8445,8636,6716,406
8445,8636,6716,406,4028
8636,6716,406,4028,162
6716,406,4028,162,1470
406,4028,162,1470,2532
4028,162,1470,2532,5467
162,1470,2532,5467,7921
1470,2532,5467,7921,7025
2532,5467,7921,7025,7539
5467,7921,7025,7539,5102
7921,7025,7539,5102,7414
7025,7539,5102,7414,4466
7539,5102,7414,4466,6077
5102,7414,4466,6077,7185
7414,4466,6077,7185,7042
4466,6077,7185,7042,6807
6077,7185,7042,6807,766
7185,7042,6807,766,4891
7042,6807,766,4891,6542
6807,766,4891,6542,1281
766,4891,6542,1281,3066
4891,6542,1281,3066,824
6542,1281,3066,824,1470
1281,3066,824,1470,5177
3066,824,1470,5177,7629
824,1470,5177,7629,4477
1470,5177,7629,4477,4042
5177,7629,4477,4042,2090
7629,4477,4042,2090,6775
4477,4042,2090,6775,2549
4042,2090,6775,2549,2471
2090,6775,2549,2471,987
6775,2549,2471,987,6597
2549,2471,987,6597,5467
2471,987,6597,5467,1470
987,6597,5467,1470,5177
6597,5467,1470,5177,7425
5467,1470,5177,7425,3176
1470,5177,7425,3176,7392
5177,7425,3176,7392,3360
7425,3176,7392,3360,341
3176,7392,3360,341,2846
7392,3360,341,2846,3802
3360,341,2846,3802,7650
341,2846,3802,7650,2846
2846,3802,7650,2846,7382
3802,7650,2846,7382,8278
7650,2846,7382,8278,2965
2846,7382,8278,2965,2209
7382,8278,2965,2209,758
8278,2965,2209,758,3451
2965,2209,758,3451,637
2209,758,3451,637,2322
758,3451,637,2322,987
3451,637,2322,987,8445
637,2322,987,8445,8609
2322,987,8445,8609,1470
987,8445,8609,1470,2532
8445,8609,1470,2532,2471
8609,1470,2532,2471,5069
1470,2532,2471,5069,2082
2532,2471,5069,2082,2846
2471,5069,2082,2846,3896
5069,2082,2846,3896,1281
2082,2846,3896,1281,3784
2846,3896,1281,3784,6077
3896,1281,3784,6077,1278
1281,3784,6077,1278,4750
3784,6077,1278,4750,3576
6077,1278,4750,3576,7561
1278,4750,3576,7561,8829
4750,3576,7561,8829,1470
3576,7561,8829,1470,5177
7561,8829,1470,5177,6826
8829,1470,5177,6826,7629
1470,5177,6826,7629,8445
5177,6826,7629,8445,674
6826,7629,8445,674,8949
7629,8445,674,8949,7990
8445,674,8949,7990,2090
674,8949,7990,2090,454
8949,7990,2090,454,5357
7990,2090,454,5357,7042
2090,454,5357,7042,310
454,5357,7042,310,8445
5357,7042,310,8445,7734
7042,310,8445,7734,7042
310,8445,7734,7042,2423
8445,7734,7042,2423,8883
7734,7042,2423,8883,4891
7042,2423,8883,4891,8078
2423,8883,4891,8078,1470
8883,4891,8078,1470,2532
4891,8078,1470,2532,3810
8078,1470,2532,3810,7535
1470,2532,3810,7535,7392
2532,3810,7535,7392,4348
3810,7535,7392,4348,1470
7535,7392,4348,1470,5177
7392,4348,1470,5177,3828
4348,1470,5177,3828,5534
1470,5177,3828,5534,7899
5177,3828,5534,7899,2897
3828,5534,7899,2897,2846
5534,7899,2897,2846,7002
7899,2897,2846,7002,5534
2897,2846,7002,5534,990
2846,7002,5534,990,2846
7002,5534,990,2846,5031
5534,990,2846,5031,2034
990,2846,5031,2034,6391
2846,5031,2034,6391,8262
5031,2034,6391,8262,758
2034,6391,8262,758,2034
6391,8262,758,2034,2400
8262,758,2034,2400,6871
758,2034,2400,6871,3841
2034,2400,6871,3841,4653
2400,6871,3841,4653,7392
6871,3841,4653,7392,1908
3841,4653,7392,1908,8883
4653,7392,1908,8883,1519
7392,1908,8883,1519,6090
1908,8883,1519,6090,1470
8883,1519,6090,1470,5177
1519,6090,1470,5177,2769
6090,1470,5177,2769,5871
1470,5177,2769,5871,7392
5177,2769,5871,7392,3553
2769,5871,7392,3553,5357
5871,7392,3553,5357,6418
7392,3553,5357,6418,2568
3553,5357,6418,2568,1656
5357,6418,2568,1656,1470
6418,2568,1656,1470,2532
2568,1656,1470,2532,7425
1656,1470,2532,7425,6077
1470,2532,7425,6077,8486
2532,7425,6077,8486,7392
7425,6077,8486,7392,8445
6077,8486,7392,8445,3949
8486,7392,8445,3949,8971
7392,8445,3949,8971,825
8445,3949,8971,825,1470
3949,8971,825,1470,5177
8971,825,1470,5177,2158
825,1470,5177,2158,3385
1470,5177,2158,3385,1452
5177,2158,3385,1452,4891
2158,3385,1452,4891,6749
3385,1452,4891,6749,987
1452,4891,6749,987,2532
4891,6749,987,2532,406
6749,987,2532,406,6250
987,2532,406,6250,1255
2532,406,6250,1255,2846
406,6250,1255,2846,7921
6250,1255,2846,7921,3462
1255,2846,7921,3462,1470
2846,7921,3462,1470,5177
7921,3462,1470,5177,5456
3462,1470,5177,5456,8644
